1,64,68,70,68,44
2,78,79,82,82,63
3,83,85,76,87,81
4,77,63,88,74,75
5,76,77,87,76,64
6,75,69,87,75,63
7,89,68,38,70,23
8,91,77,43,80,29
9,75,95,76,77,63
10,86,88,74,93,85
11,82,79,83,83,80
12,61,62,79,52,63
13,69,60,88,64,62
14,90,85,90,90,91
15,87,77,41,78,34
16,77,87,85,72,75
17,88,66,41,78,38
18,79,79,94,68,89
19,90,52,32,78,27
20,82,75,95,72,93
21,88,78,83,89,92
22,87,74,81,93,85
23,85,72,34,72,30
24,68,51,93,54,75
25,73,72,91,62,76
26,80,92,82,78,81
27,87,74,39,75,32
28,85,79,35,78,43
29,68,32,75,72,60
30,66,67,83,58,62
31,85,84,71,90,92
32,84,72,88,84,82
33,83,75,88,81,85
34,84,74,41,43,31
35,71,77,86,66,62
36,84,67,43,55,30
37,66,66,75,53,89
38,85,74,39,78,35
39,73,66,89,66,71
40,76,62,95,65,85
41,85,82,70,94,83
42,86,80,86,88,82
43,78,76,89,74,74
44,69,86,76,60,80
45,75,82,78,74,73
46,82,74,67,95,71
47,77,81,74,78,78
48,67,57,79,65,59
49,60,56,75,57,48
50,59,74,68,60,43
51,76,88,66,80,76
52,86,71,45,65,40
53,85,76,45,75,30
54,76,71,92,66,80
55,68,49,76,70,58
56,79,80,67,84,81
57,61,73,69,66,35
58,78,70,94,68,86
59,81,78,94,73,84
60,84,89,80,84,90
61,86,85,81,89,87
62,66,59,78,64,59
63,85,39,37,72,22
64,67,75,84,62,58
65,86,87,91,87,79
66,83,60,65,94,86
67,80,64,80,81,79
68,69,55,76,69,63
69,72,61,74,73,70
70,82,83,86,80,84
71,68,75,74,74,43
72,70,80,83,61,75
73,73,66,75,70,79
74,63,66,70,60,63
75,80,80,65,88,79
76,79,69,79,83,72
77,73,58,87,66,79
78,83,63,91,80,84
79,72,79,77,74,61
80,67,71,79,61,65
81,80,67,90,77,80
82,72,80,73,65,86
83,73,65,88,70,62
84,60,49,83,47,64
85,87,93,75,93,83
86,76,75,69,83,65
87,83,68,90,81,82
88,77,81,83,71,85
89,83,67,37,74,34
90,86,73,45,68,38
91,65,68,72,66,51
92,80,86,76,78,90
93,77,91,56,81,90
94,54,67,71,44,56
95,90,75,36,69,25
96,49,58,65,37,59
97,81,69,71,84,87
98,77,59,88,81,56
99,71,65,74,64,85
100,83,83,82,84,84
101,84,48,43,69,25
102,64,45,78,55,73
103,71,75,79,65,77
104,69,32,80,70,60
105,79,77,85,74,85
106,80,86,69,83,86
107,83,60,40,70,37
108,80,80,67,87,78
109,68,77,72,68,62
110,45,48,74,35,34
111,78,70,66,87,71
112,79,80,80,79,77
113,78,78,67,82,84
114,84,58,44,72,33
115,71,39,80,71,68
116,61,72,77,49,66
117,72,78,86,64,73
118,78,90,63,82,82
119,67,70,74,61,73
120,63,55,74,61,54
121,78,87,84,80,65
122,75,64,69,86,58
123,83,90,63,91,87
124,81,68,91,80,76
125,80,76,89,74,85
126,73,53,85,70,69
127,59,62,82,44,67
128,74,66,78,79,58
129,74,62,77,80,60
130,78,88,76,80,75
131,73,68,85,69,69
132,82,65,85,81,84
133,73,73,84,69,70
134,82,85,86,79,84
135,80,62,86,79,81
136,66,64,70,66,63
137,82,75,83,85,74
138,82,75,81,82,84
139,66,75,77,69,42
140,67,76,75,62,68
141,78,79,92,72,75
142,77,78,81,75,77
143,83,74,90,79,84
144,67,54,86,58,68
145,59,51,66,62,44
146,81,83,73,84,83
147,87,72,93,86,84
148,62,72,79,57,52
149,78,70,90,74,74
150,83,89,89,78,88
151,81,69,90,77,82
152,63,46,79,56,63
153,79,68,79,88,60
154,82,82,68,87,85
155,70,72,85,60,77
156,56,58,68,51,54
157,62,58,75,63,45
158,73,66,79,67,83
159,81,81,84,79,81
160,78,73,90,69,87
161,86,79,79,88,90
162,72,46,90,67,68
163,84,79,90,83,82
164,72,69,88,68,62
165,74,79,82,69,75
166,85,66,44,76,29
167,81,90,81,85,69
168,82,65,87,79,87
169,82,85,74,82,90
170,73,74,86,65,76
171,72,58,84,71,65
172,79,68,30,81,24
173,81,80,80,82,79
174,74,75,79,77,60
175,83,87,74,86,84
176,83,61,86,79,95
177,85,80,78,95,72
178,74,49,83,70,79
179,83,90,70,86,88
180,64,68,80,56,63
181,79,82,70,82,82
182,72,80,78,66,78
183,62,52,79,57,56
184,57,63,80,37,75
185,76,73,61,83,79
186,81,60,34,63,35
187,81,78,86,78,83
188,81,76,81,81,84
189,82,69,34,55,31
190,53,58,65,45,56
191,79,73,39,69,32
192,72,88,85,64,73
193,57,53,68,64,29
194,78,81,87,74,75
195,77,83,73,78,80
196,65,33,78,58,73
197,79,59,91,75,78
198,73,75,76,69,79
199,62,51,76,53,68
200,81,65,42,73,26
201,72,72,76,69,73
202,52,64,77,40,47
203,80,83,90,76,75
204,81,61,43,75,24
205,79,65,90,78,72
206,80,90,86,76,80
207,70,63,72,72,64
208,85,70,78,92,79
209,74,79,68,77,75
210,87,87,88,86,88
211,75,66,82,76,67
212,65,62,80,68,39
213,69,75,81,64,63
214,73,53,87,67,76
215,71,54,86,62,80
216,71,64,90,63,69
217,55,52,74,50,45
218,80,77,38,79,32
219,79,77,75,84,72
220,82,82,73,92,67
221,78,86,71,78,83
222,80,73,79,85,68
223,76,78,82,69,86
224,85,66,42,73,34
225,75,80,83,76,63
226,60,52,79,50,63
227,69,57,79,62,76
228,86,76,89,88,78
229,78,77,73,81,79
230,65,54,80,58,66
231,59,55,77,54,51
232,82,74,84,82,82
233,67,75,73,69,54
234,74,69,88,70,69
235,68,67,76,70,55
236,78,66,35,59,35
237,78,78,81,77,76
238,89,90,92,89,83
239,80,74,82,81,78
240,82,74,79,85,82
241,79,73,77,76,88
242,77,70,44,85,20
243,75,86,86,69,73
244,78,88,79,77,75
245,59,79,76,54,45
246,80,77,45,70,45
247,77,60,86,75,76
248,81,91,68,85,83
249,76,83,85,68,83
250,72,77,34,85,84
251,80,91,69,82,86
252,83,69,25,65,43
253,68,33,73,70,67
254,65,34,67,71,54
255,80,79,45,77,37
256,78,82,55,90,76
257,78,77,63,83,83
258,82,87,84,79,85
259,75,81,72,76,77
260,82,77,77,87,77
261,76,83,76,70,87
262,59,58,74,52,59
263,52,49,59,52,46
264,71,76,42,80,83
265,87,57,85,93,84
266,76,92,85,69,76
267,58,60,58,58,57
268,88,79,87,91,86
269,83,84,80,82,87
270,80,84,80,79,80
271,84,76,85,86,80
272,69,69,75,66,71
273,69,55,80,63,72
274,80,82,36,73,45
275,67,60,73,72,50
276,76,58,78,77,77
277,78,70,69,85,75
278,79,82,76,81,78
279,85,88,91,84,78
280,75,60,86,75,64
281,70,72,73,75,55
282,77,63,87,76,69
283,77,80,82,75,77
284,78,72,38,80,26
285,86,75,85,91,76
286,67,71,82,57,73
287,81,91,84,77,85
288,74,76,68,76,74
289,83,65,75,86,89
290,78,83,40,61,40
291,80,75,65,87,80
292,78,59,91,74,74
293,74,77,88,66,76
294,83,91,85,81,84
295,74,74,81,72,68
296,64,43,81,58,64
297,72,74,82,78,46
298,56,74,81,42,54
299,79,78,75,83,74
300,76,66,83,78,67
301,77,62,84,75,77
302,83,84,79,84,85
303,60,55,77,53,59
304,73,67,82,72,68
305,59,31,71,59,49
306,74,89,68,74,77
307,83,90,62,90,89
308,84,87,70,90,84
309,80,91,76,79,86
310,78,81,72,87,62
311,70,68,75,74,54
312,74,71,89,68,69
313,71,85,52,82,65
314,68,40,91,56,75
315,77,75,91,73,69
316,87,89,87,83,94
317,77,35,76,79,83
318,81,87,65,88,83
319,89,81,87,90,89
320,85,66,81,87,88
321,78,84,72,82,76
322,84,76,84,85,83
323,79,81,86,74,84
324,71,74,72,71,69
325,79,86,81,76,84
326,80,70,66,87,81
327,72,66,80,69,72
328,81,90,75,80,90
329,67,58,75,67,59
330,80,80,69,85,81
331,80,72,37,75,36
332,82,76,82,82,82
333,73,87,58,75,81
334,72,49,73,70,83
335,83,71,32,77,41
336,69,85,58,76,62
337,78,89,72,80,80
338,64,67,62,67,57
339,66,69,75,57,74
340,87,89,82,86,94
341,72,56,75,69,82
342,67,76,84,60,60
343,78,76,64,83,81
344,79,70,34,75,35
345,81,71,71,91,69
346,73,65,91,64,76
347,83,80,90,81,81
348,64,71,84,58,52
349,68,32,77,62,83
350,62,53,69,59,61
351,69,69,91,56,72
352,79,87,87,77,72
353,72,61,86,66,70
354,80,88,86,75,84
355,72,69,79,67,75
356,78,74,39,68,32
357,63,52,71,65,52
358,85,81,87,83,88
359,80,85,71,88,68
360,70,62,83,64,69
361,70,79,84,63,69
362,82,82,85,78,86
363,82,83,93,77,78
364,76,51,90,68,87
365,77,70,83,75,76
366,68,52,74,62,78
367,77,83,72,76,82
368,62,67,76,54,64
369,55,50,77,41,63
370,68,73,77,73,43
371,85,62,91,87,79
