1,81,87,76
2,80,79,80
3,75,76,75
4,74,76,73
5,97,97,97
6,90,89,91
7,84,42,52
8,87,54,60
9,81,79,83
10,81,68,91
11,68,67,69
12,87,88,86
13,88,85,90
14,63,60,66
15,86,43,58
16,90,91,90
17,87,64,63
18,68,77,60
19,86,58,49
20,72,77,68
21,63,57,67
22,89,82,94
23,90,50,55
24,77,84,71
25,85,86,84
26,79,77,81
27,89,54,53
28,86,45,50
29,53,55,52
30,73,76,70
31,82,72,91
32,58,54,62
33,66,64,68
34,88,61,62
35,69,66,71
36,88,52,50
37,60,65,55
38,85,50,53
39,76,76,76
40,80,79,81
41,82,74,88
42,78,78,78
43,82,80,83
44,61,69,55
45,85,84,86
46,80,72,86
47,79,79,79
48,90,94,86
49,80,84,77
50,80,84,76
51,49,45,52
52,86,51,47
53,84,43,50
54,72,75,69
55,50,52,49
56,61,55,65
57,92,94,90
58,69,70,68
59,79,80,78
60,83,86,80
61,78,75,81
62,88,87,89
63,84,33,36
64,95,95,95
65,68,66,70
66,71,60,80
67,83,88,79
68,82,85,79
69,64,66,63
70,91,87,94
71,87,85,89
72,84,86,83
73,42,40,43
74,82,78,85
75,67,60,72
76,83,82,84
77,54,63,47
78,76,77,76
79,78,78,78
80,89,89,89
81,84,87,82
82,84,85,84
83,79,82,76
84,82,86,78
85,75,69,79
86,78,74,82
87,93,92,94
88,85,88,82
89,85,42,44
90,78,48,54
91,70,75,66
92,77,77,77
93,61,66,56
94,86,90,83
95,80,41,47
96,78,82,74
97,70,73,68
98,68,68,68
99,82,82,82
100,65,61,68
101,84,37,34
102,67,72,62
103,70,77,65
104,76,78,75
105,82,80,84
106,64,60,68
107,85,59,57
108,81,77,84
109,81,82,81
110,84,87,81
111,53,45,60
112,68,66,69
113,61,53,67
114,84,44,46
115,83,84,82
116,81,84,78
117,70,74,66
118,54,53,55
119,79,80,78
120,83,84,82
121,78,79,78
122,63,61,65
123,65,66,65
124,78,80,76
125,75,78,73
126,91,91,91
127,93,95,92
128,83,81,85
129,91,90,92
130,84,85,83
131,56,58,54
132,81,78,83
133,91,92,91
134,86,83,88
135,87,82,91
136,88,89,88
137,81,79,83
138,73,68,77
139,81,76,85
140,83,84,83
141,92,91,93
142,94,96,93
143,71,68,74
144,74,76,72
145,81,84,78
146,86,80,90
147,78,77,79
148,79,80,78
149,79,79,79
150,66,64,68
151,88,85,90
152,76,78,75
153,80,77,82
154,76,77,76
155,78,85,72
156,93,94,93
157,82,83,81
158,58,63,54
159,73,73,73
160,84,82,85
161,80,79,80
162,61,67,56
163,92,91,92
164,88,90,87
165,84,87,82
166,82,48,50
167,90,86,93
168,55,56,54
169,73,75,72
170,91,90,91
171,80,78,82
172,84,38,51
173,73,70,76
174,87,86,87
175,77,68,84
176,58,53,62
177,78,77,79
178,85,86,85
179,71,70,71
180,82,84,81
181,78,77,78
182,90,91,89
183,81,83,79
184,85,87,84
185,56,48,62
186,81,42,49
187,66,66,66
188,65,62,67
189,84,38,44
190,61,69,55
191,83,47,51
192,80,79,80
193,54,55,54
194,74,75,74
195,72,68,76
196,76,78,74
197,70,72,69
198,79,83,76
199,73,77,69
200,82,56,52
201,71,75,67
202,91,92,91
203,85,85,85
204,82,49,34
205,63,62,63
206,82,79,84
207,86,85,87
208,67,59,73
209,68,59,76
210,79,67,89
211,80,84,76
212,67,66,67
213,90,93,88
214,83,81,85
215,78,81,76
216,87,86,87
217,74,83,67
218,81,62,60
219,60,54,64
220,65,56,73
221,64,61,67
222,83,80,85
223,77,81,73
224,83,40,46
225,83,85,82
226,78,76,79
227,93,95,91
228,89,91,88
229,76,77,76
230,84,87,82
231,67,77,58
232,70,68,71
233,84,87,81
234,84,83,84
235,88,85,90
236,83,47,50
237,72,71,73
238,83,78,87
239,76,76,76
240,73,66,79
241,78,80,76
242,79,35,34
243,76,77,75
244,74,76,73
245,87,91,84
246,84,56,44
247,82,81,83
248,57,50,63
249,67,69,66
250,58,55,61
251,71,70,71
252,82,50,47
253,53,55,52
254,70,71,69
255,82,53,57
256,42,41,43
257,62,55,68
258,81,79,83
259,57,53,60
260,78,76,79
261,64,68,61
262,62,74,53
263,61,63,60
264,38,43,33
265,68,65,70
266,78,80,76
267,65,68,62
268,68,67,69
269,67,65,69
270,75,69,79
271,70,71,70
272,91,93,90
273,80,83,78
274,84,63,64
275,89,87,90
276,91,90,91
277,62,61,62
278,80,74,84
279,57,51,62
280,74,75,73
281,85,84,86
282,87,86,87
283,72,71,73
284,85,56,54
285,66,69,64
286,82,83,82
287,72,73,71
288,70,72,68
289,87,89,86
290,82,56,52
291,78,69,85
292,82,80,84
293,76,78,74
294,72,74,71
295,84,81,86
296,76,77,76
297,77,78,77
298,88,88,88
299,70,74,67
300,78,77,78
301,69,68,69
302,82,80,84
303,76,81,72
304,89,90,88
305,73,74,73
306,71,70,72
307,59,52,64
308,48,44,52
309,71,68,74
310,76,77,76
311,82,85,79
312,79,78,80
313,78,74,82
314,77,75,78
315,93,92,93
316,67,59,73
317,51,52,50
318,82,74,89
319,63,62,63
320,82,77,86
321,77,75,79
322,78,77,78
323,84,86,83
324,87,83,90
325,82,85,79
326,68,61,73
327,82,86,79
328,63,60,65
329,67,69,66
330,62,52,71
331,80,50,47
332,67,64,70
333,61,58,63
334,62,63,61
335,79,56,54
336,80,79,81
337,69,67,71
338,77,79,76
339,47,54,42
340,77,75,78
341,71,74,69
342,79,82,76
343,80,74,85
344,83,52,53
345,66,61,70
346,59,66,54
347,80,80,80
348,87,88,86
349,64,68,61
350,71,72,71
351,82,81,82
352,74,73,74
353,73,75,72
354,80,79,80
355,69,62,75
356,84,42,44
357,74,73,75
358,63,59,67
359,63,58,67
360,79,82,77
361,71,76,67
362,66,69,64
363,75,75,75
364,72,77,68
365,75,72,77
366,69,77,63
367,69,69,69
368,93,92,93
369,83,84,82
370,90,91,90
371,73,73,73
372,94,93,94
373,82,46,42
374,76,75,76
375,78,75,81
376,78,76,79
377,68,64,72
378,86,85,86
379,83,80,85
380,89,92,87
381,67,74,62
382,74,82,68
383,61,63,59
384,83,48,45
385,76,81,72
386,83,85,82
387,71,73,69
388,67,65,69
389,80,87,75
390,81,43,39
391,73,72,73
392,92,93,92
393,82,77,86
394,77,76,78
395,75,72,78
396,79,80,78
397,71,69,73
398,70,64,74
399,70,71,70
400,85,84,85
401,77,39,35
402,63,56,69
403,94,96,93
404,89,90,89
405,58,54,62
406,82,80,83
407,83,83,83
408,83,83,83
409,73,74,73
410,61,52,69
411,63,62,64
412,69,76,63
413,78,76,79
414,80,57,54
415,82,83,82
416,87,85,88
417,78,80,76
418,84,85,83
419,82,81,82
420,64,67,62
421,73,65,80
422,83,84,82
423,46,54,40
424,89,90,88
425,80,84,76
426,72,66,77
427,74,71,77
428,70,74,67
429,80,56,50
430,44,36,50
431,76,51,53
432,56,47,63
433,80,78,81
434,76,74,77
435,76,76,76
436,54,53,55
437,90,90,90
438,75,79,72
439,78,42,37
440,78,45,43
441,62,52,70
442,72,73,71
443,69,79,61
444,82,79,84
445,82,55,56
446,76,72,79
447,65,61,68
448,82,50,50
449,66,65,66
450,80,48,34
451,35,38,33
452,31,31,31
453,64,61,67
454,70,73,67
455,80,50,52
456,63,65,61
457,81,34,34
458,53,55,52
459,69,70,69
460,51,51,51
461,71,68,73
462,68,69,68
463,42,45,40
464,82,41,37
465,68,67,69
466,65,63,66
467,59,54,63
468,88,86,90
469,70,78,63
470,82,49,42
471,83,81,85
472,86,83,88
473,82,79,85
474,79,34,33
475,81,73,87
476,86,79,91
477,84,80,87
478,85,80,89
479,59,55,62
480,78,79,77
481,81,84,79
482,86,87,85
483,71,75,68
484,80,53,56
485,73,70,75
486,83,84,83
487,78,48,44
488,80,48,48
489,64,65,63
490,78,79,77
491,35,33,36
492,54,55,53
493,69,69,69
494,70,64,74
495,74,69,78
496,76,78,74
497,80,77,82
498,75,70,79
499,81,31,30
500,66,64,67
501,71,75,68
502,83,85,82
503,72,69,75
504,80,28,36
505,79,78,79
506,78,81,75
507,51,52,51
508,70,65,74
509,72,75,69
510,75,74,75
511,70,74,66
512,85,84,85
513,83,81,85
514,74,69,78
515,72,75,69
516,81,80,82
517,72,71,73
518,80,75,84
519,77,78,77
520,85,86,85
521,49,42,55
522,47,38,55
523,68,68,68
524,55,55,55
525,78,55,55
526,76,44,43
527,77,76,78
528,88,90,87
529,73,79,68
530,83,82,84
531,87,88,87
532,76,77,75
533,77,78,77
534,80,78,81
535,73,76,70
536,82,81,83
537,81,85,77
538,89,92,86
539,58,56,60
540,87,83,90
541,75,69,80
542,76,75,76
543,59,65,54
544,82,85,80
545,73,75,71
546,83,80,86
547,69,76,64
548,80,51,52
549,80,58,58
550,67,66,68
551,83,84,83
552,73,78,69
553,73,72,74
554,83,86,80
555,81,58,62
556,71,62,78
557,67,68,66
558,83,85,82
559,89,90,89
560,79,41,42
561,80,75,84
562,68,75,62
563,78,72,82
564,80,39,43
565,75,68,81
566,80,79,81
567,66,68,65
568,67,68,66
569,78,77,79
570,88,87,88
571,77,76,78
572,61,60,61
573,68,65,70
574,84,80,88
575,60,56,63
576,80,52,51
577,59,67,52
578,67,67,67
579,88,90,86
580,78,72,82
581,70,68,71
582,82,58,58
583,77,53,43
584,50,51,49
585,66,62,69
586,73,71,74
587,68,66,69
588,34,33,34
589,72,77,67
590,80,59,54
591,69,65,73
592,76,50,52
593,76,33,27
594,84,85,84
595,80,76,84
596,60,62,58
597,78,82,75
598,81,80,82
599,66,68,64
600,77,78,76
601,92,93,91
602,71,72,71
603,81,84,79
604,76,30,36
605,67,77,59
606,67,65,68
607,80,55,56
608,74,76,72
609,74,72,76
610,80,45,52
611,68,69,67
612,48,42,52
613,81,75,85
614,86,85,87
615,55,49,60
616,73,75,72
617,72,74,70
618,47,41,51
619,85,85,85
620,76,78,75
621,82,84,80
622,80,55,52
623,44,34,52
624,77,37,35
625,49,48,50
626,78,57,45
627,58,62,55
628,82,85,80
629,79,57,56
630,76,77,75
631,69,73,66
632,81,78,83
633,68,67,69
634,72,75,69
635,54,52,56
636,53,55,52
637,61,65,57
638,38,32,43
639,81,58,61
640,82,76,86
641,65,62,67
642,68,67,69
643,76,79,74
644,81,79,83
645,61,55,65
646,77,80,74
647,73,69,76
648,67,68,66
649,78,77,79
650,71,72,71
651,78,41,45
652,96,96,96
653,70,71,69
654,77,77,77
655,70,63,75
656,74,79,70
657,77,84,72
658,72,70,74
659,69,73,65
660,74,77,71
661,72,73,71
662,83,80,85
663,77,80,74
664,71,67,75
665,67,66,67
666,82,44,47
667,52,50,53
668,82,89,76
669,50,47,52
670,67,68,67
671,63,61,65
672,72,72,72
673,68,72,64
674,72,69,75
675,73,77,70
676,78,30,31
677,84,85,83
678,71,74,69
679,92,90,93
680,75,68,81
681,76,80,73
682,74,77,72
683,87,88,86
684,74,73,75
685,77,78,77
686,75,73,77
687,87,88,86
688,67,70,65
689,80,77,83
690,83,79,86
691,74,75,73
692,79,48,48
693,83,86,81
694,79,84,74
695,85,86,85
696,71,70,71
697,79,78,79
698,81,35,37
699,81,82,80
700,80,81,79
701,84,88,81
702,70,74,66
703,85,86,85
704,63,63,63
705,86,90,82
706,63,64,62
707,79,28,29
708,85,87,83
709,81,86,76
710,82,85,79
711,84,85,84
712,79,78,79
713,73,67,77
714,76,77,75
715,77,30,18
716,81,72,88
717,75,82,70
718,75,80,70
719,67,63,70
720,33,32,33
721,77,78,76
722,67,66,67
723,65,68,63
724,87,85,88
725,74,75,73
726,80,84,77
727,83,80,85
728,49,46,52
729,44,46,43
730,76,79,74
731,72,69,74
732,74,75,74
733,81,40,46
734,61,61,61
735,64,68,61
736,69,68,69
737,79,78,79
738,69,67,71
739,69,70,68
740,77,58,54
741,78,47,44
742,72,77,67
743,82,75,87
744,75,77,74
745,77,35,38
746,87,86,87
747,64,61,67
748,66,66,66
749,83,82,84
750,75,74,76
751,79,41,46
752,79,80,78
753,78,46,48
754,78,75,80
755,85,83,87
756,63,55,69
757,71,78,66
758,77,48,42
759,86,86,86
760,76,80,72
761,59,65,54
762,63,65,61
763,64,63,64
764,85,84,85
765,60,67,54
766,52,54,51
767,73,74,73
768,68,71,66
769,83,79,86
770,78,79,78
771,62,59,64
772,83,85,81
773,84,77,89
774,76,75,76
775,88,89,88
776,69,71,68
777,78,40,42
778,80,49,48
779,71,70,72
780,75,49,46
781,79,45,49
782,72,73,72
783,83,81,85
784,70,67,73
785,79,41,48
786,59,58,60
787,50,48,51
788,68,68,68
789,67,69,65
790,78,53,52
791,81,84,79
792,77,83,72
793,75,79,72
794,58,53,62
795,64,69,59
796,84,82,86
797,85,89,81
798,58,51,64
799,72,73,72
800,73,67,78
801,65,64,65
802,62,65,60
803,59,69,50
804,78,28,37
805,65,68,62
806,63,60,66
807,66,68,65
808,41,50,33
809,78,77,78
810,79,69,87
811,76,78,75
812,58,63,54
813,83,94,74
814,86,88,85
815,70,63,75
816,78,81,75
817,66,74,60
818,83,84,82
819,73,69,76
820,71,65,75
821,75,79,72
822,67,73,62
823,89,91,88
824,82,84,81
825,65,56,72
826,82,79,85
827,88,87,89
828,79,79,79
829,89,90,89
830,64,61,67
831,85,88,82
832,53,52,53
833,78,81,75
834,68,68,68
835,73,74,73
836,69,67,71
837,74,76,73
838,81,83,80
839,76,77,76
840,81,76,85
841,81,79,82
842,65,61,69
843,80,55,49
844,75,77,73
845,75,69,79
846,83,80,86
847,82,78,86
848,79,77,80
849,92,94,90
850,68,67,69
851,58,54,62
852,78,84,73
853,81,82,80
854,83,90,78
855,32,32,32
856,71,61,80
857,71,75,67
858,80,85,75
859,77,49,47
860,72,74,70
861,70,74,67
862,88,86,90
863,74,75,74
864,50,49,50
865,75,74,75
866,78,47,40
867,64,58,69
868,74,75,74
869,42,52,34
870,69,70,69
871,74,77,72
872,56,60,52
873,72,74,70
874,77,43,41
875,50,51,49
876,68,69,67
877,62,62,62
878,76,41,40
879,89,87,90
880,72,69,74
881,37,33,40
882,80,79,80
883,76,75,76
884,81,79,83
885,77,77,77
886,47,37,55
887,64,73,56
888,71,69,73
889,78,75,81
890,69,57,78
891,62,54,69
892,80,83,78
893,95,96,95
894,80,83,78
895,84,87,82
896,79,81,78
897,80,81,79
898,76,38,39
899,80,77,82
900,94,93,94
901,67,68,66
902,79,80,79
903,84,77,89
904,79,54,52
905,52,54,51
906,59,58,59
907,94,94,94
908,69,69,69
909,74,73,74
910,60,63,58
911,81,82,80
912,78,80,77
913,65,63,66
914,90,92,88
915,79,81,77
916,85,86,84
917,78,79,78
918,52,48,55
919,79,27,29
920,64,60,67
921,74,73,75
922,83,88,79
923,78,76,79
924,79,80,79
925,89,88,89
926,68,77,60
927,68,67,68
928,90,89,90
929,79,43,49
930,69,69,69
931,62,63,62
932,71,68,73
933,37,33,40
934,86,87,86
935,80,82,78
936,81,82,81
937,88,87,89
938,70,66,74
939,70,70,70
940,84,83,85
941,63,54,71
942,58,64,53
943,73,78,68
944,74,75,73
945,59,58,60
946,77,49,43
947,57,60,54
948,52,53,52
949,75,43,49
950,69,73,66
951,50,51,49
952,53,54,53
953,68,67,69
954,78,58,53
955,72,64,79
956,67,71,64
957,86,86,86
