1,90,84,91,93,93,90,94
2,83,75,89,82,73,76,89
3,79,71,84,79,85,70,81
4,93,94,93,89,83,93,94
5,80,78,85,80,69,71,83
6,82,80,84,84,69,77,85
7,75,14,33,19,20,35,44
8,91,15,60,14,11,68,70
9,78,80,80,81,79,75,76
10,71,53,79,60,70,86,65
11,83,80,84,82,65,85,87
12,85,84,85,88,87,81,89
13,82,83,84,85,74,74,84
14,75,58,84,62,74,83,75
15,78,13,43,13,14,40,65
16,80,78,84,77,64,71,84
17,93,20,61,15,20,66,70
18,87,91,87,85,69,90,85
19,85,17,60,19,18,58,66
20,74,68,82,49,49,76,77
21,66,54,82,46,48,76,51
22,65,47,74,77,62,53,74
23,79,12,36,12,14,34,60
24,84,85,89,85,67,77,85
25,85,88,88,87,69,79,85
26,75,68,84,58,32,85,76
27,75,11,40,21,15,37,68
28,87,18,61,18,12,63,70
29,90,88,93,86,84,93,89
30,89,86,91,85,78,92,90
31,71,68,80,50,56,78,61
32,78,63,86,65,61,83,83
33,78,75,84,71,53,82,76
34,74,13,54,12,10,55,59
35,83,85,85,81,59,79,86
36,76,17,48,21,19,50,53
37,87,82,90,85,64,89,89
38,85,18,57,38,16,53,61
39,89,92,87,87,85,91,90
40,81,88,82,82,71,76,80
41,59,38,71,53,28,67,60
42,82,75,86,76,75,85,84
43,86,78,91,84,64,89,88
44,87,78,91,85,77,89,88
45,68,55,79,70,58,57,71
46,75,73,78,78,66,70,75
47,83,83,89,77,85,80,78
48,78,79,83,79,72,67,80
49,81,81,83,85,78,75,83
50,85,82,86,89,88,79,91
51,73,60,81,62,61,82,71
52,73,12,32,16,14,36,48
53,79,13,25,14,12,12,46
54,88,85,88,87,85,88,91
55,90,86,92,88,90,90,90
56,72,58,83,61,69,81,65
57,79,81,80,83,70,74,81
58,81,73,85,79,74,84,83
59,83,79,86,79,67,85,86
60,72,58,76,78,54,73,80
61,57,40,72,34,30,73,46
62,83,81,85,82,80,80,85
63,81,10,47,13,14,54,52
64,74,72,75,77,62,73,75
65,82,71,86,81,78,86,83
66,66,48,79,33,38,77,66
67,82,81,83,83,79,77,87
68,79,78,82,74,62,75,82
69,85,78,88,86,80,85,86
70,77,77,80,76,71,81,69
71,74,72,78,80,76,64,74
72,82,86,86,82,63,81,78
73,79,62,87,66,68,85,83
74,79,80,79,79,83,73,81
75,85,73,87,85,82,92,90
76,82,84,81,85,83,76,85
77,86,75,92,75,76,89,88
78,83,87,84,88,75,78,82
79,77,77,79,77,62,75,78
80,80,81,80,87,80,74,80
81,82,92,80,83,80,77,81
82,70,69,74,69,61,60,74
83,81,68,87,79,62,85,88
84,81,76,85,73,68,81,85
85,61,52,75,48,55,67,45
86,71,64,78,78,56,64,74
87,76,84,79,69,64,68,73
88,75,73,77,77,58,72,77
89,76,16,35,18,11,31,44
90,82,13,40,12,13,31,64
91,84,84,85,88,85,79,86
92,70,78,77,59,39,63,63
93,73,63,78,72,75,80,71
94,83,83,83,85,79,78,85
95,65,12,42,20,14,40,41
96,80,73,84,82,82,72,84
97,78,75,78,85,81,73,80
98,86,88,87,85,79,80,88
99,81,77,85,78,75,79,83
100,81,74,85,69,70,85,85
101,76,15,39,12,19,44,62
102,85,80,87,85,85,84,86
103,83,73,90,79,70,84,86
104,83,82,84,78,74,81,86
105,77,82,82,76,47,74,72
106,58,36,73,34,30,72,55
107,82,22,50,22,20,59,66
108,64,42,78,46,52,77,59
109,78,74,83,82,76,66,80
110,84,76,84,89,86,86,87
111,76,65,81,66,53,85,80
112,65,49,75,45,36,71,70
113,69,54,80,63,23,74,72
114,79,15,35,20,13,37,42
115,85,81,84,85,84,86,90
116,82,81,85,84,79,74,84
117,82,86,82,86,84,80,80
118,69,44,81,56,60,81,71
119,84,85,82,92,88,80,87
120,82,77,85,83,79,81,84
121,79,85,79,78,75,79,76
122,71,63,76,65,54,76,74
123,60,63,65,60,31,66,50
124,83,78,85,84,76,85,86
125,78,66,84,68,49,82,84
126,76,75,78,78,62,72,77
127,75,76,80,71,42,73,77
128,80,74,83,77,90,77,81
129,73,75,76,80,60,63,74
130,64,45,81,42,26,75,62
131,86,82,89,84,78,88,87
132,81,78,84,75,81,81,78
133,75,76,76,75,58,71,77
134,70,69,79,60,40,76,59
135,80,70,86,70,66,85,81
136,80,82,82,84,83,70,81
137,82,88,82,82,76,78,80
138,69,70,78,53,36,78,57
139,79,74,84,84,53,79,82
140,81,77,83,83,67,76,86
141,79,84,81,77,74,73,77
142,77,85,82,72,44,67,77
143,74,55,83,58,58,84,79
144,85,83,87,82,84,84,83
145,81,80,86,84,65,70,85
146,60,56,73,38,40,65,48
147,74,66,83,61,54,75,76
148,80,81,82,77,78,73,82
149,83,74,88,74,79,85,87
150,68,53,78,60,60,75,62
151,81,74,86,75,63,81,84
152,86,84,88,83,85,84,86
153,66,57,73,69,59,59,68
154,63,35,76,47,71,74,63
155,82,88,81,83,76,81,79
156,79,85,78,82,64,76,81
157,81,81,81,84,76,82,80
158,86,80,88,85,81,88,87
159,81,77,84,80,69,82,81
160,78,78,83,70,47,78,78
161,68,59,80,50,32,75,64
162,80,72,85,75,61,80,84
163,77,78,82,72,45,79,75
164,83,83,83,86,78,82,83
165,74,74,78,76,54,66,77
166,77,16,41,20,14,37,48
167,65,62,72,63,48,53,69
168,77,68,83,70,74,81,73
169,57,42,74,54,38,64,41
170,77,79,76,81,79,74,77
171,83,77,85,80,85,84,85
172,74,13,39,13,12,33,59
173,67,55,80,45,28,76,67
174,77,83,76,78,76,68,79
175,65,58,76,47,45,66,59
176,78,63,83,73,72,81,83
177,63,47,75,55,62,57,66
178,77,75,80,82,65,67,82
179,57,47,70,36,44,67,46
180,83,82,84,85,81,80,85
181,56,46,69,42,24,69,45
182,78,84,81,82,69,73,72
183,81,73,85,80,65,81,84
184,82,88,83,82,51,79,83
185,71,57,80,58,43,82,72
186,79,18,40,13,15,49,59
187,83,82,85,80,74,87,80
188,76,62,86,65,53,80,79
189,69,11,30,11,15,33,53
190,86,83,89,82,77,84,89
191,79,14,30,12,11,25,41
192,83,83,81,86,85,80,85
193,86,69,91,86,79,89,92
194,79,73,84,81,65,76,83
195,71,62,83,52,37,75,67
196,87,88,86,90,78,89,88
197,84,85,86,84,77,84,83
198,79,82,82,78,52,77,77
199,84,81,84,86,84,83,85
200,80,12,36,19,20,30,62
201,79,76,84,79,78,66,82
202,75,78,77,78,56,62,81
203,73,78,77,69,69,71,66
204,73,15,24,23,11,33,45
205,79,70,85,68,64,83,82
206,74,82,80,69,58,77,60
207,74,81,70,76,70,69,76
208,59,35,78,37,27,68,56
209,66,51,80,41,39,73,62
210,77,64,83,77,64,83,79
211,78,74,80,84,85,78,77
212,82,79,85,77,65,81,84
213,69,69,78,70,58,55,68
214,76,79,79,80,49,75,75
215,80,79,81,80,72,78,83
216,81,82,83,85,81,79,78
217,86,86,88,85,82,85,85
218,86,15,43,30,17,53,64
219,71,68,78,44,42,78,72
220,62,42,76,57,46,51,72
221,65,72,84,53,41,65,32
222,66,53,77,55,55,53,73
223,80,72,85,73,73,83,81
224,79,12,36,14,17,29,35
225,75,79,77,72,73,69,75
226,80,77,82,76,54,82,85
227,75,79,75,80,74,62,79
228,68,67,69,75,61,60,71
229,66,48,77,49,35,79,67
230,78,81,80,80,69,65,81
231,81,78,84,72,75,79,83
232,79,68,85,76,53,84,82
233,79,79,81,76,60,78,82
234,77,79,83,69,42,76,77
235,75,77,79,79,59,66,78
236,85,15,54,17,16,54,64
237,79,72,82,77,74,78,82
238,70,77,76,69,35,71,59
239,83,79,85,85,86,81,83
240,76,73,81,75,51,75,78
241,56,40,74,45,49,61,42
242,85,13,29,16,21,18,70
243,78,84,80,71,67,74,75
244,70,60,79,77,39,63,74
245,73,74,77,70,58,59,80
246,87,17,58,18,16,60,69
247,82,75,86,84,65,85,84
248,53,39,71,28,32,58,44
249,72,60,80,60,66,76,70
250,76,71,77,79,74,72,83
251,67,53,75,72,55,83,55
252,71,14,20,18,12,32,52
253,86,84,87,88,82,86,85
254,84,85,83,83,81,80,87
255,77,12,34,10,16,32,64
256,72,64,78,71,65,60,78
257,64,50,75,52,66,70,55
258,76,83,80,80,55,72,71
