1,94,95,93,91,92,95,96
2,87,87,91,78,92,72,90
3,86,85,89,77,93,82,88
4,87,88,90,76,91,78,89
5,92,93,91,93,93,81,88
6,90,90,88,90,93,91,92
7,90,13,23,63,84,45,66
8,88,30,46,51,87,35,70
9,85,85,88,77,94,67,95
10,72,70,76,61,89,53,90
11,82,83,84,68,92,71,92
12,93,95,94,93,88,82,93
13,86,87,84,85,91,76,89
14,72,67,78,61,87,66,84
15,89,12,30,65,87,49,68
16,88,88,86,93,91,88,84
17,88,23,40,60,88,48,70
18,84,82,85,84,88,84,85
19,89,27,40,40,87,37,68
20,81,78,81,78,93,92,84
21,68,64,74,60,89,56,81
22,80,78,82,76,88,72,85
23,89,28,30,64,85,38,65
24,92,92,91,94,87,92,90
25,85,86,87,79,85,78,86
26,74,69,79,68,88,66,86
27,89,24,30,60,85,61,67
28,90,21,30,39,85,43,70
29,81,80,88,63,90,71,88
30,88,85,90,91,88,92,92
31,67,64,72,56,85,50,78
32,79,78,85,65,82,65,85
33,77,78,81,63,86,64,85
34,88,12,29,54,84,56,59
35,80,77,84,72,94,71,84
36,89,18,34,63,89,43,58
37,91,91,92,90,87,93,94
38,89,31,40,41,85,56,66
39,80,78,86,73,83,73,82
40,81,81,83,75,85,74,83
41,68,70,72,51,83,34,82
42,83,84,86,76,87,73,82
43,87,87,89,87,88,79,90
44,90,89,92,90,84,90,90
45,80,79,81,75,87,84,76
46,77,82,78,59,86,52,82
47,80,77,85,76,88,78,85
48,86,86,84,94,91,93,77
49,90,91,90,92,83,88,83
50,90,90,93,88,79,90,79
51,72,67,79,62,83,66,86
52,87,11,22,55,82,51,65
53,87,10,24,42,83,37,64
54,81,79,84,78,91,79,79
55,80,81,86,63,79,72,85
56,69,63,78,57,87,55,84
57,87,88,87,92,86,84,78
58,81,79,84,79,83,84,82
59,84,80,87,90,88,90,86
60,85,84,86,86,89,89,86
61,69,67,72,54,86,56,87
62,88,89,88,88,85,90,81
63,88,18,31,50,84,33,58
64,90,92,89,94,82,83,79
65,82,85,87,62,84,63,84
66,59,57,64,34,82,44,82
67,87,89,86,85,81,91,89
